segment_id,road_name,road_class,highway,length_m,start_node,end_node,connected_segment_ids
URB_00757,Hall Road,Urban Road,tertiary,71.7,"13.004364,77.616467","13.004588,77.615847",URB_00819
URB_00758,Hanumantha Nagar Main Road / 50 Feet Road,Urban Road,secondary,632.9,"12.941807,77.565083","12.941610,77.559249",URB_00341
URB_00759,Haralur Road,Urban Road,tertiary,5981.8,"12.870795,77.654204","12.918796,77.668838",
URB_00760,Hare Krishna Road,Urban Road,secondary,121.3,"12.984277,77.582323","12.984249,77.581913",URB_01746
URB_00761,Hare Krishna Road,Urban Road,secondary,1283.7,"12.986492,77.579702","12.985744,77.580989",
URB_00762,Hayes Road,Urban Road,tertiary,330.6,"12.965447,77.601451","12.968000,77.600335",
URB_00763,Hazrat Kambal Posh Road,Urban Road,tertiary,988.3,"12.985560,77.605666","12.991841,77.599925","SH_00119,SH_00167,URB_00628,URB_01749"
URB_00764,Hegganahalli Main Road,Urban Road,secondary,2730.0,"12.989691,77.505773","13.011001,77.506945","URB_01104,URB_01886"
URB_00765,Hemmigepura Main Road,Urban Road,secondary,3268.2,"12.890626,77.488958","12.886016,77.499492",URB_00644
URB_00766,Hennur Flyover,Urban Road,secondary,1916.7,"13.022525,77.630590","13.030130,77.634616",
URB_00767,Hennur Main Road,Urban Road,primary,2427.5,"13.014554,77.627164","13.028059,77.632755",SH_00062
URB_00768,Hennur Main Road Service Road,Urban Road,tertiary,411.5,"13.006293,77.620948","13.006294,77.621039","SH_00115,SH_00116"
URB_00769,Hennur Main Road Service Road,Urban Road,tertiary,623.2,"13.010979,77.624856","13.010994,77.624736","SH_00005,SH_00115,SH_00116"
URB_00770,Hennur Road,Urban Road,tertiary,1042.2,"13.032027,77.630271","13.039472,77.629441","URB_00109,URB_00873"
URB_00771,Hennuru Cross Road,Urban Road,tertiary,109.2,"13.034391,77.632691","13.035164,77.633297",URB_02003
URB_00772,Herohalli Main Road,Urban Road,secondary,1465.4,"12.999559,77.488725","12.999559,77.488725",
URB_00773,Hesarghatta Pipeline Road,Urban Road,secondary,764.5,"13.063762,77.534682","13.068846,77.529942","URB_00492,URB_00497,URB_02074"
URB_00774,High Tension Road,Urban Road,secondary,1021.2,"13.025076,77.511145","13.028634,77.519667","URB_00171,URB_01959,URB_01976"
URB_00775,Homaravu Agara Road,Urban Road,tertiary,166.5,"13.037629,77.653775","13.036714,77.654913",URB_00781
URB_00776,Homaravu Agara Road,Urban Road,tertiary,128.4,"13.038046,77.648290","13.037815,77.649447","URB_00781,URB_00782"
URB_00777,Hoodi Main Road Flyover,Urban Road,secondary,952.4,"12.994839,77.717902","12.994810,77.717958",URB_01803
URB_00778,Hoodi-Kodigehalli Road,Urban Road,tertiary,540.7,"13.003596,77.723493","12.998970,77.722098",URB_00882
URB_00779,Hope Farm Metro Road(Kadugodi Side Exit B),Urban Road,unclassified,190.8,"12.988053,77.754271","12.986554,77.753635",
URB_00780,Horamavu Agara Main Road,Urban Road,tertiary,3425.8,"13.021555,77.650417","13.028709,77.663766","URB_00785,URB_00786"
URB_00781,Horamavu Agara Road,Urban Road,tertiary,470.0,"13.037815,77.649447","13.037629,77.653775","URB_00775,URB_00776"
URB_00782,Horamavu Agara Road,Urban Road,tertiary,769.7,"13.038046,77.648290","13.039491,77.641530",URB_00776
URB_00783,Horamavu Main Road,Urban Road,tertiary,406.3,"13.014969,77.654189","13.018412,77.655179",
URB_00784,Horamavu Main Road,Urban Road,secondary,810.4,"13.019206,77.655698","13.020141,77.656406",
URB_00785,Horamavu Main Road,Urban Road,secondary,3329.0,"13.028709,77.663766","13.033779,77.675012","URB_00780,URB_00786"
URB_00786,Horamavu Road,Urban Road,tertiary,1524.7,"13.028709,77.663766","13.019999,77.674496","URB_00780,URB_00785,URB_01037"
URB_00787,Horamavu Underpass,Urban Road,secondary,244.0,"13.023905,77.658692","13.025539,77.660165","URB_00299,URB_01962"
URB_00788,Hosa Road,Urban Road,secondary,3671.0,"12.870350,77.658460","12.875765,77.671358",
URB_00789,Hosahalli Main Road,Urban Road,tertiary,1857.7,"12.967509,77.545062","12.962999,77.560449",
URB_00790,Hosahalli Road,Urban Road,tertiary,984.4,"12.987493,77.475069","12.995652,77.478414",
URB_00791,Hosapalya Main Road,Urban Road,tertiary,1256.0,"12.890611,77.643818","12.901312,77.645600",
URB_00792,Hoskerehalli Main Road,Urban Road,tertiary,908.1,"12.929552,77.534718","12.933426,77.539577","URB_01455,URB_01512"
URB_00793,Hoskerehalli Road,Urban Road,tertiary,2027.9,"12.933876,77.539016","12.951159,77.539166","URB_01507,URB_01511"
URB_00794,Hospital Road,Urban Road,tertiary,105.0,"12.981867,77.604368","12.982153,77.603446","URB_00606,URB_00627,URB_00920"
URB_00795,Hulimavu Lake Road,Urban Road,secondary,2380.8,"12.875943,77.602686","12.875943,77.602686",
URB_00796,Hulimavu Main Road,Urban Road,tertiary,1883.1,"12.881618,77.595999","12.879075,77.609818",
URB_00797,Hutchins 6th Cross,Urban Road,tertiary,601.1,"13.005711,77.627224","13.007714,77.622086","URB_00709,URB_01858"
URB_00798,Hutchins Main Road,Urban Road,tertiary,890.6,"12.999674,77.620818","13.006977,77.624135",
URB_00799,ISRO Road,Urban Road,tertiary,349.5,"13.034093,77.568598","13.034668,77.571762",URB_00174
URB_00800,Immadihalli Road,Urban Road,tertiary,1480.9,"12.969825,77.749956","12.966716,77.763098",URB_00755
URB_00801,Indiranagar Double Road,Urban Road,tertiary,4758.9,"12.973332,77.635856","12.982234,77.637601",URB_00235
URB_00802,Intermediate Ring Road,Urban Road,tertiary,249.1,"12.958204,77.641271","12.960390,77.641556","SH_00041,URB_00232"
URB_00803,JC Nagar Main Road,Urban Road,secondary,2732.9,"13.006129,77.593104","13.016197,77.597688",URB_00243
URB_00804,JC Nagar Main Road,Urban Road,secondary,437.8,"13.022244,77.600680","13.022244,77.600680",
URB_00805,Jakkur Main Road,Urban Road,secondary,3958.7,"13.073527,77.592567","13.082393,77.607477","NH_00013,NH_00275,URB_00808"
URB_00806,Jakkur Main Road,Urban Road,tertiary,888.0,"13.080187,77.611449","13.080704,77.617252",URB_02102
URB_00807,Jakkur Road,Urban Road,tertiary,776.4,"13.068826,77.603434","13.075642,77.604909",
URB_00808,Jakkur Road,Urban Road,tertiary,2055.8,"13.097803,77.598989","13.082393,77.607477","URB_00805,URB_01189"
URB_00809,Jalahalli 1st Main Road,Urban Road,tertiary,386.6,"13.041930,77.547231","13.045347,77.547868","URB_00810,URB_02027,URB_02043"
URB_00810,Jalahalli Main Road,Urban Road,tertiary,526.9,"13.045347,77.547868","13.048844,77.550158","URB_00809,URB_01132,URB_02043"
URB_00811,Jalahalli Road,Urban Road,secondary,3998.1,"13.056762,77.546820","13.040131,77.518477","URB_02012,URB_02025,URB_02028"
URB_00812,Jamia Masjid Road,Urban Road,tertiary,1380.3,"13.081647,77.548308","13.080173,77.559358",
URB_00813,Jawaharlal Nehru Road,Urban Road,tertiary,2171.2,"12.902843,77.521318","12.922314,77.520645",
URB_00814,Jayachamarendra Nagar Main Road,Urban Road,secondary,127.3,"13.021222,77.600338","13.020182,77.599853",
URB_00815,Jeevan Bhima Nagar Main Road,Urban Road,secondary,1523.7,"12.968857,77.647734","12.966824,77.661603",URB_00050
URB_00816,Jeevanahalli Main Road,Urban Road,tertiary,33.5,"12.994684,77.629116","12.994968,77.629039","URB_01115,URB_01808"
URB_00817,Jeevanahalli Main Road,Urban Road,tertiary,991.9,"12.994983,77.628708","13.001376,77.629796",
URB_00818,Jeevaraj Alva Road,Urban Road,tertiary,1145.6,"13.006471,77.578713","13.014645,77.573691","URB_00048,URB_00081,URB_01865"
URB_00819,John Armstrong Road,Urban Road,tertiary,627.9,"13.004588,77.615847","13.004588,77.615847",URB_00757
URB_00820,Judicial Layout Railway Parallel Road,Urban Road,tertiary,1323.6,"13.086891,77.593891","13.086891,77.593891",
URB_00821,Jumma Masjid Road,Urban Road,tertiary,1023.7,"12.990378,77.607128","12.981566,77.605412",SH_00056
URB_00822,Junior College Road,Urban Road,tertiary,1228.4,"12.997751,77.758410","13.001592,77.747906",
URB_00823,Jyoti Nivas College Road,Urban Road,tertiary,386.1,"12.934128,77.616624","12.932484,77.613491",
URB_00824,K B Venkatesh Road,Urban Road,tertiary,327.2,"13.002365,77.553268","13.001708,77.550327",
URB_00825,K. Narayanapura Main Road,Urban Road,tertiary,1760.0,"13.052771,77.646074","13.066368,77.640775",URB_01013
URB_00826,KG Nagar Main Rd,Urban Road,tertiary,716.5,"12.949112,77.562910","12.954973,77.565654","URB_00523,URB_00751"
URB_00827,KHB Main Road,Urban Road,secondary,1307.7,"13.032270,77.608569","13.021772,77.603299","URB_00845,URB_02000"
URB_00828,KR Puram Market road,Urban Road,tertiary,1349.3,"13.022363,77.697075","13.012292,77.696751",
URB_00829,Kadarenahalli - Kumarswamy Main Road,Urban Road,tertiary,404.5,"12.909464,77.564450","12.913050,77.564811",
URB_00830,Kaggadasapura Main Road,Urban Road,secondary,1274.3,"12.972716,77.678034","12.983583,77.679765","URB_00832,URB_01748"
URB_00831,Kaggadasapura Main Road,Urban Road,secondary,1721.8,"12.983969,77.679109","12.985510,77.663872","URB_00106,URB_00704,URB_00832,URB_01011,URB_01731"
URB_00832,Kaggadasspura Main Road,Urban Road,secondary,83.0,"12.983969,77.679109","12.983583,77.679765","URB_00106,URB_00830,URB_00831,URB_01748"
URB_00833,Kalidasa Road,Urban Road,tertiary,838.6,"12.974308,77.578232","12.978881,77.581386",URB_00389
URB_00834,Kalkere Channasandra Main Road,Urban Road,secondary,2005.0,"13.034576,77.675098","13.034576,77.675098",
URB_00835,Kalkere Main Road,Urban Road,tertiary,319.3,"13.018468,77.678156","13.021330,77.678360","URB_00837,URB_01037"
URB_00836,Kalkere Main Road,Urban Road,tertiary,1617.6,"13.021288,77.678946","13.033637,77.674656",
URB_00837,Kalkere Main road,Urban Road,tertiary,794.3,"13.011691,77.678215","13.018468,77.678156","URB_00835,URB_01037"
URB_00838,Kalkere-Agara Main Road,Urban Road,tertiary,2751.3,"13.037404,77.656074","13.037380,77.670679",
URB_00839,Kalpalli Road,Urban Road,tertiary,1587.9,"12.994287,77.629076","12.991526,77.643434","URB_00563,URB_01773"
URB_00840,Kalpana Chawla Road,Urban Road,tertiary,631.4,"13.036962,77.578501","13.042448,77.580057",
URB_00841,Kamaraj Road,Urban Road,secondary,1889.8,"12.975082,77.607987","12.990598,77.613925",URB_00610
URB_00842,Kammanahalli Main Road,Urban Road,secondary,2339.2,"13.005734,77.638416","13.022755,77.637236","SH_00010,SH_00071"
URB_00843,Kammanahalli Main Road,Urban Road,secondary,31.9,"13.026309,77.637010","13.026100,77.637020",
URB_00844,Kanaka Nagar 1st Main Road,Urban Road,tertiary,538.7,"13.034784,77.606391","13.039530,77.607409","URB_02000,URB_02153"
URB_00845,Kanaka Nagar 2nd Main Road,Urban Road,secondary,714.1,"13.038440,77.610382","13.032270,77.608569","URB_00283,URB_00827,URB_02000"
URB_00846,Kanaka Nagar 2nd Main Road,Urban Road,secondary,81.7,"13.042399,77.611971","13.041677,77.611831",URB_00283
URB_00847,Kanakapura Main Road,Urban Road,secondary,334.7,"12.940589,77.576870","12.943600,77.576869","URB_00545,URB_00848,URB_01530,URB_01531,URB_01537,URB_01542"
URB_00848,Kankanapalya Road,Urban Road,tertiary,30.9,"12.943662,77.577110","12.943600,77.576869","URB_00545,URB_00847,URB_01537,URB_01542"
URB_00849,Kankanapalya Road,Urban Road,tertiary,1173.5,"12.943660,77.580021","12.943812,77.585136",URB_00536
URB_00850,Kannada Katte Road,Urban Road,tertiary,246.7,"12.954067,77.569749","12.953925,77.567498",URB_00615
URB_00851,Kannuru Main Road,Urban Road,secondary,2568.8,"13.101806,77.634821","13.101388,77.636153","SH_00015,SH_00095,URB_02121"
URB_00852,Kanshiram Nagar Main Road,Urban Road,tertiary,1660.7,"13.082656,77.530514","13.089644,77.538738",URB_00006
URB_00853,Kanteerava Studio Main Road,Urban Road,secondary,1232.5,"13.021984,77.532696","13.018178,77.542796",URB_01183
URB_00854,Karantha Road,Urban Road,secondary,61.4,"12.929972,77.567923","12.929567,77.568062",
URB_00855,Kariammana Agrahara Road,Urban Road,tertiary,1036.3,"12.930452,77.678591","12.931549,77.686547","URB_00584,URB_01165,URB_01485,URB_01493"
URB_00856,Kariyamma Agrahara Road,Urban Road,tertiary,809.9,"12.938981,77.687962","12.939435,77.695102",URB_00857
URB_00857,Kariyammana Agrahara Road,Urban Road,tertiary,1008.4,"12.943766,77.680387","12.938981,77.687962",URB_00856
URB_00858,Kariyammana Agrahara Road,Urban Road,tertiary,432.5,"12.946465,77.673021","12.946573,77.670852",URB_00869
URB_00859,Kariyammana Agrahara Road,Urban Road,tertiary,1349.2,"12.944628,77.680306","12.949082,77.688708","URB_00869,URB_02171"
URB_00860,Kasturba Road,Urban Road,primary,2495.0,"12.967823,77.587606","12.972161,77.594027","SH_00069,SH_00146"
URB_00861,Kasturi Nagar Main Road,Urban Road,secondary,579.1,"12.997659,77.662676","13.002018,77.659791","URB_00221,URB_00640,URB_01099"
URB_00862,Kasturinagar Road Under Bridge,Urban Road,tertiary,336.3,"12.998148,77.663437","12.995508,77.663753","URB_00166,URB_00240,URB_00297,URB_01836"
URB_00863,Kathriguppe Main Road,Urban Road,secondary,2406.2,"12.927737,77.551368","12.930269,77.553144",URB_00144
URB_00864,Kaveri Nadi Road,Urban Road,tertiary,440.0,"12.951745,77.555719","12.955317,77.557397","URB_00292,URB_00456,URB_01584"
URB_00865,Kaverinagar Main Road,Urban Road,tertiary,709.0,"12.999244,77.704179","12.993627,77.703441","URB_00331,URB_01797"
URB_00866,Kavi Lakshmisha Road,Urban Road,tertiary,502.5,"12.948366,77.573731","12.951916,77.576568",
URB_00867,Kebbehalla Road,Urban Road,tertiary,169.8,"12.989528,77.505857","12.988309,77.505131",URB_01772
URB_00868,Kembathalli Main Road,Urban Road,tertiary,2866.1,"12.864814,77.580004","12.858347,77.580020",
URB_00869,Kempapura Main Road,Urban Road,tertiary,884.4,"12.946465,77.673021","12.944628,77.680306","URB_00858,URB_00859"
URB_00870,Kempapura Road,Urban Road,tertiary,1406.5,"13.042384,77.613607","13.042384,77.613607",
URB_00871,Kempe Gowda Underpass Road,Urban Road,tertiary,449.4,"13.004958,77.666440","13.003417,77.663478",URB_01845
URB_00872,Kempe Gowda Underpass Road,Urban Road,tertiary,621.5,"13.012016,77.668193","13.006769,77.666710",URB_00333
URB_00873,Kempegowda Road,Urban Road,tertiary,1678.0,"13.039472,77.629441","13.039854,77.638392","URB_00109,URB_00770"
URB_00874,Kempegowda Road,Urban Road,tertiary,3321.9,"13.065751,77.617209","13.047779,77.612232",URB_02085
URB_00875,Kenchanapura Road,Urban Road,secondary,226.7,"12.952704,77.484093","12.951409,77.484983",
URB_00876,Kenchappa Road,Urban Road,secondary,218.9,"12.998449,77.617849","13.000341,77.618301",URB_00612
URB_00877,Kenchenahalli Main Road,Urban Road,secondary,7649.6,"12.919814,77.513815","12.932694,77.516143","URB_00146,URB_01059"
URB_00878,Kensington Road,Urban Road,secondary,689.4,"12.981579,77.623021","12.987638,77.622359","URB_01143,URB_01756"
URB_00879,King's Road,Urban Road,unclassified,413.6,"12.976849,77.598400","12.980247,77.596896",
URB_00880,Kodichikkanahalli Main Road,Urban Road,tertiary,591.1,"12.898029,77.610991","12.892800,77.610412","URB_00934,URB_01358"
URB_00881,Kodichikkanahalli Road,Urban Road,tertiary,1911.1,"12.897807,77.606467","12.897753,77.621454",
URB_00882,Kodigehalli Main Road,Urban Road,tertiary,499.3,"12.998970,77.722098","12.996273,77.719098","URB_00778,URB_00915"
URB_00883,Kodigehalli Main Road,Urban Road,tertiary,975.2,"13.006425,77.735553","12.997912,77.736664","URB_00886,URB_01860"
URB_00884,Kodigehalli Main Road,Urban Road,tertiary,1882.6,"13.053468,77.575254","13.057417,77.576797",URB_00480
URB_00885,Kodigehalli Main Road,Urban Road,tertiary,947.4,"13.060161,77.576545","13.066048,77.580846","URB_00051,URB_02086"
URB_00886,Kodigehalli Road,Urban Road,tertiary,2668.5,"13.004512,77.712726","13.006425,77.735553","URB_00883,URB_01860"
URB_00887,Kodigehalli Road,Urban Road,secondary,1837.6,"13.057357,77.593596","13.059802,77.576934",URB_02075
URB_00888,Kodigehalli Road,Urban Road,secondary,1916.4,"13.059736,77.576695","13.073406,77.566733","URB_00467,URB_01019,URB_02075"
URB_00889,Kodipalya Road,Urban Road,secondary,2448.0,"12.886303,77.485169","12.907608,77.488926",URB_00710
URB_00890,Kogilu Main Road,Urban Road,secondary,7254.1,"13.103569,77.600634","13.103561,77.616347","URB_00595,URB_00892"
URB_00891,Kogilu Main Road Underpass,Urban Road,secondary,601.0,"13.102078,77.633499","13.101997,77.633507",URB_02121
URB_00892,Kogilu-Sampigehalli Road,Urban Road,tertiary,3653.0,"13.074842,77.618984","13.103561,77.616347","URB_00890,URB_02094"
URB_00893,Kommagatta Main Road,Urban Road,secondary,2287.7,"12.923556,77.472899","12.923556,77.472899",
URB_00894,Konanakunte-Uttarahalli Road,Urban Road,secondary,3533.4,"12.905790,77.542621","12.890427,77.564344",
URB_00895,Koramangala Road,Urban Road,tertiary,849.8,"12.941774,77.616197","12.944184,77.608852","URB_01535,URB_01543"
URB_00896,Kothanur Cross,Urban Road,tertiary,796.9,"12.882805,77.585675","12.885448,77.591522",URB_00310
URB_00897,Kothanur Cross Road,Urban Road,tertiary,979.9,"12.883629,77.590993","12.877860,77.585304",
URB_00898,Kothanur Main Road,Urban Road,tertiary,1183.1,"12.876560,77.577153","12.878948,77.567508","URB_00179,URB_00651,URB_00900,URB_01330"
URB_00899,Kothanur Main Road,Urban Road,secondary,1859.3,"13.067560,77.633592","13.063885,77.650225",
URB_00900,Kothnoor Main Road,Urban Road,tertiary,841.1,"12.876560,77.577153","12.877057,77.583957","URB_00179,URB_00898"
URB_00901,Kothnur Main Road,Urban Road,secondary,3292.3,"12.891076,77.581820","12.888039,77.581925",URB_00211
URB_00902,Kranthikavi Sarvagnya Road,Urban Road,tertiary,253.5,"12.984833,77.568049","12.982548,77.568130",URB_00360
URB_00903,Krishna Rajendra Road,Urban Road,secondary,1872.3,"12.939778,77.573816","12.923077,77.573611","URB_00904,URB_00910,URB_01040,URB_01528"
URB_00904,"Krishna Rajendra Road, KR Road",Urban Road,secondary,52.6,"12.940251,77.573778","12.939778,77.573816","URB_00903,URB_01040,URB_01528"
URB_00905,Krishna Rao Road,Urban Road,tertiary,653.4,"12.947435,77.579447","12.947435,77.579447",
URB_00906,Krishna Road,Urban Road,tertiary,145.7,"12.996884,77.538057","12.997013,77.536970","URB_00134,URB_00916"
URB_00907,Krishnananda Road,Urban Road,tertiary,426.3,"13.027940,77.642846","13.024604,77.643331","NH_00252,NH_00253,NH_00255,URB_00636"
URB_00908,Krishnappa Road,Urban Road,tertiary,141.0,"12.920864,77.507281","12.921993,77.507875",URB_01041
URB_00909,Krishnarajapura Metro Station Road,Urban Road,unclassified,351.3,"13.000317,77.679709","12.999932,77.676680","URB_00955,URB_01835,URB_01839"
URB_00910,Krishnarajendra Road,Urban Road,secondary,2008.7,"12.923077,77.573611","12.936880,77.573858","URB_00903,URB_01519"
URB_00911,Krumbiegal Road,Urban Road,secondary,912.1,"12.954097,77.585073","12.948300,77.580018","SH_00246,URB_01122"
URB_00912,Kudlu Road,Urban Road,tertiary,3286.0,"12.889639,77.641142","12.889340,77.649649",
URB_00913,Kumara Krupa Road,Urban Road,tertiary,1489.7,"12.983834,77.577998","12.993854,77.585075","NH_00124,URB_01804"
URB_00914,Kumbaragundi Road,Urban Road,tertiary,695.9,"12.963586,77.583932","12.958017,77.581619",
URB_00915,Kumbena Agrahara Main Road,Urban Road,tertiary,477.5,"12.995968,77.718109","12.996273,77.719098",URB_00882
URB_00916,Kurubarahalli Main Road,Urban Road,tertiary,133.7,"12.997013,77.536970","12.998137,77.536547","URB_00130,URB_00906"
URB_00917,Kuvempu Nagara Main Road,Urban Road,tertiary,904.4,"12.887730,77.548972","12.885986,77.556877",
URB_00918,LCR School Road,Urban Road,tertiary,926.9,"13.026341,77.561822","13.027857,77.553546",
URB_00919,LR Bande Road,Urban Road,tertiary,990.2,"13.021402,77.607422","13.029599,77.609471",URB_00691
URB_00920,Lady Curzon Road,Urban Road,tertiary,335.4,"12.981867,77.604368","12.978999,77.603454","URB_00606,URB_00794"
URB_00921,Laggere Main Road,Urban Road,tertiary,3364.2,"13.022705,77.523611","12.998107,77.523481",
URB_00922,Laggere Underpass,Urban Road,tertiary,346.4,"12.998038,77.524035","12.997425,77.521073",URB_01071
URB_00923,Lake Bay Road,Urban Road,tertiary,172.2,"12.877714,77.636294","12.879247,77.636509",URB_00924
URB_00924,Lake Point Tower Avenue,Urban Road,tertiary,1215.1,"12.867418,77.634267","12.877714,77.636294","URB_00923,URB_01301"
URB_00925,Lakshmi Narayana Temple Road,Urban Road,tertiary,157.2,"12.950316,77.709346","12.948945,77.709140","URB_00967,URB_01573"
URB_00926,Lakshmipura Road,Urban Road,tertiary,2578.1,"13.070778,77.529678","13.092185,77.533478",URB_00007
URB_00927,Langford Road,Urban Road,tertiary,1312.9,"12.962418,77.595048","12.957999,77.606054","SH_00141,URB_00928"
URB_00928,Langford Road (Kadidal Manjappa Road),Urban Road,tertiary,21.9,"12.962418,77.595048","12.962488,77.594859","SH_00141,URB_00927"
URB_00929,Lavelle Road,Urban Road,tertiary,1444.7,"12.971357,77.597967","12.971357,77.597967",
URB_00930,Link Road,Urban Road,unclassified,341.7,"12.979682,77.600952","12.976679,77.600293",
URB_00931,Lokesh Tent Main Road,Urban Road,tertiary,346.9,"13.008803,77.628523","13.011857,77.629175","URB_01870,URB_01875"
URB_00932,M Srinivas Road,Urban Road,tertiary,1492.9,"12.933809,77.529262","12.933398,77.532431",URB_01236
URB_00933,M V Jayaram Road,Urban Road,tertiary,537.1,"12.993651,77.595734","12.995231,77.591385","SH_00017,URB_00941"
URB_00934,M Viswesvaraya Road,Urban Road,tertiary,1327.8,"12.892763,77.598904","12.892800,77.610412","URB_00880,URB_01358"
URB_00935,MCECHS Layout Main Road,Urban Road,secondary,3364.9,"13.070946,77.620577","13.070946,77.620577",URB_00727
URB_00936,MEI Road,Urban Road,tertiary,1934.8,"13.021106,77.541081","13.021106,77.541081",
URB_00937,MS Ramaiah Road,Urban Road,secondary,3235.0,"13.035397,77.557498","13.028870,77.561488",URB_01113
URB_00938,MS Ramaiah Road,Urban Road,secondary,600.8,"13.042156,77.557155","13.040185,77.557323",URB_01113
URB_00939,MSR Nagar 1st Main Road,Urban Road,tertiary,934.7,"13.034087,77.564929","13.028432,77.571285","URB_00438,URB_01025,URB_01074"
URB_00940,MSRIT Road,Urban Road,tertiary,252.8,"13.030073,77.562709","13.028057,77.561997",URB_00400
URB_00941,MV Jayaram Road,Urban Road,tertiary,178.3,"12.995231,77.591385","12.995169,77.589758","NH_00118,URB_00933,URB_01813"
URB_00942,Mackan Road,Urban Road,tertiary,778.8,"12.991798,77.611000","12.985832,77.609784",
URB_00943,Madhura Nagara Sorahunase Main Road,Urban Road,tertiary,455.9,"12.942505,77.747028","12.943410,77.751065",SH_00364
URB_00944,Mahadevapura Main Road,Urban Road,tertiary,761.0,"12.997261,77.690689","12.991357,77.687584",
URB_00945,Mahakavi Kuvempu Road,Urban Road,secondary,3607.6,"12.997780,77.551064","12.997229,77.560558",
URB_00946,Mahalakshmi Temple Road,Urban Road,tertiary,694.4,"13.005778,77.578616","13.002943,77.584050",URB_01154
URB_00947,Maharani College Underpass,Urban Road,secondary,219.0,"12.978846,77.584929","12.977113,77.583968","SH_00284,SH_00286"
URB_00948,Maharani College Underpass,Urban Road,secondary,219.3,"12.977134,77.583919","12.978878,77.584863","SH_00285,SH_00289,URB_01050"
URB_00949,Maheshwari Temple Road,Urban Road,tertiary,1053.9,"12.989986,77.697746","12.992048,77.688448",URB_01784
URB_00950,Main Guard Cross Road,Urban Road,tertiary,620.3,"12.979279,77.607124","12.979279,77.607124",SH_00074
URB_00951,Main Road,Urban Road,tertiary,584.0,"12.893533,77.650747","12.898768,77.651253","URB_00749,URB_01380"
URB_00952,Main Road,Urban Road,tertiary,736.3,"12.963152,77.481840","12.960774,77.488171","URB_01640,URB_01660"
URB_00953,Main Road,Urban Road,tertiary,207.5,"12.980259,77.481058","12.982125,77.481088",URB_01660
URB_00954,Main Road,Urban Road,secondary,347.0,"12.991619,77.487659","12.994415,77.488991","URB_00515,URB_01791"
URB_00955,Main Road,Urban Road,tertiary,519.9,"12.996113,77.677428","12.999932,77.676680","URB_00488,URB_00909,URB_01835,URB_01839"
URB_00956,Malagala Main Road,Urban Road,tertiary,1280.0,"12.981819,77.517116","12.970981,77.514339","URB_01721,URB_01733,URB_01741"
URB_00957,Malathhalli Main Road,Urban Road,secondary,1390.5,"12.970098,77.493064","12.966551,77.505042",URB_00372
URB_00958,Mallathahalli Road,Urban Road,secondary,1953.3,"12.960670,77.507087","12.960999,77.513052",
URB_00959,Malleshpalya Main Road,Urban Road,secondary,1663.6,"12.975523,77.666989","12.971687,77.681730","URB_00728,URB_01016"
URB_00960,Malvalli Tank Bund Road,Urban Road,tertiary,405.2,"12.955309,77.579625","12.958883,77.580135",URB_00972
URB_00961,Mamulpet Road,Urban Road,tertiary,369.0,"12.968003,77.578642","12.969775,77.575766","URB_01038,URB_01649"
URB_00962,Mangammanapalaya Main Road,Urban Road,tertiary,1312.8,"12.899494,77.648838","12.905688,77.639019","URB_00199,URB_00743,URB_00749,URB_00963"
URB_00963,Mangammapalaya Road,Urban Road,secondary,1106.5,"12.905688,77.639019","12.906342,77.629633","URB_00743,URB_00962,URB_01161,URB_01391,URB_01408"
URB_00964,Manganahalli Road,Urban Road,secondary,1538.0,"12.951644,77.479965","12.951549,77.481785",
URB_00965,Manipal County Road,Urban Road,secondary,1803.6,"12.879589,77.635546","12.874918,77.649024",
URB_00966,Manipal County Road,Urban Road,secondary,98.7,"12.877819,77.625461","12.877758,77.626360",URB_01325
URB_00967,Manjunadha Layout Main Road,Urban Road,tertiary,594.0,"12.949372,77.714498","12.950316,77.709346","URB_00308,URB_00925"
URB_00968,Manjunatha Kalyana Mantapa Road,Urban Road,tertiary,369.5,"12.874753,77.538163","12.874529,77.541481",
URB_00969,Manorayana Palya Main Road,Urban Road,tertiary,322.4,"13.029985,77.604726","13.029259,77.607526",URB_01985
URB_00970,Marathalli Bridge Service Road,Urban Road,tertiary,541.9,"12.956485,77.704887","12.956147,77.709088",URB_00732
URB_00971,Marathalli Bridge Service Road,Urban Road,tertiary,583.8,"12.956840,77.704884","12.956608,77.709016",URB_00993
URB_00972,Mariswamy Mutt Road,Urban Road,tertiary,289.1,"12.958883,77.580135","12.958943,77.577651","SH_00094,SH_00144,URB_00960,URB_01608"
URB_00973,Mariyappana Palya Main Road,Urban Road,tertiary,963.3,"12.944595,77.504123","12.945535,77.495652",
URB_00974,Maruthi Nagar Main Road,Urban Road,secondary,975.7,"12.927859,77.616066","12.919645,77.612960","URB_00185,URB_00444,URB_01256"
URB_00975,Masjid Road,Urban Road,secondary,239.5,"12.940573,77.577781","12.940580,77.579992",
URB_00976,Medarahalli Main Road,Urban Road,tertiary,1137.4,"13.067666,77.515875","13.073429,77.507599","URB_00493,URB_00977,URB_01185"
URB_00977,Medarahalli Railway Station Road,Urban Road,tertiary,442.7,"13.073429,77.507599","13.076421,77.505049",URB_00976
URB_00978,Meenakshi Kovil Street,Urban Road,tertiary,305.9,"12.984123,77.603847","12.983727,77.606616",
URB_00979,Midford Garden Road,Urban Road,unclassified,223.4,"12.970668,77.618030","12.972642,77.618401",SH_00182
