segment_id,road_name,road_class,highway,length_m,start_node,end_node,connected_segment_ids
SH_00200,Sultan Gunta Road,State Highway,primary,575.5,"12.988244,77.607040","12.992193,77.604200","URB_00491,URB_00654"
SH_00201,Suranjandas Road,State Highway,primary,6465.4,"12.981386,77.650712","12.958240,77.666328",URB_01716
SH_00202,Suranjandas Road Underpass,State Highway,primary,340.1,"12.958135,77.668122","12.958552,77.665076",SH_00252
SH_00203,Suranjandas Road Underpass,State Highway,primary,356.2,"12.958671,77.664999","12.958256,77.668094",URB_00706
SH_00204,Swamy Vivekananda Road,State Highway,primary,11857.1,"12.972700,77.620203","12.991209,77.657128",URB_02134
SH_00205,Tagore Circle Underpass,State Highway,primary,443.0,"12.941760,77.573760","12.945762,77.573700",
SH_00206,Tagore Circle Underpass,State Highway,primary,447.6,"12.945798,77.573815","12.941755,77.573844",
SH_00207,Tank Bund Road,State Highway,primary,3176.3,"12.970708,77.566505","12.970708,77.566505",URB_00588
SH_00208,Tank Bund Road,State Highway,primary,1152.1,"12.974500,77.572305","12.974500,77.572305",URB_01674
SH_00209,Thanisandra Main Road,State Highway,primary,4702.1,"13.040296,77.624348","13.055866,77.632386","URB_01096,URB_01178,URB_02068"
SH_00210,Thanisandra Main Road,State Highway,primary,9437.8,"13.060098,77.632849","13.091716,77.635805","SH_00211,URB_00496"
SH_00211,Thanisandra Main Road Railway Underpass,State Highway,primary,310.7,"13.060092,77.632918","13.060098,77.632849",SH_00210
SH_00212,Ullal Junction Underpass,State Highway,primary_link,376.1,"12.953787,77.500769","12.950895,77.499364",
SH_00213,Unnamed Road,State Highway,primary,899.4,"12.866227,77.591938","12.858617,77.589119",
SH_00214,Unnamed Road,State Highway,primary,43.7,"12.908453,77.477499","12.908292,77.477135","SH_00099,URB_01398"
SH_00215,Unnamed Road,State Highway,primary_link,182.3,"12.916203,77.618870","12.916155,77.617208","SH_00168,SH_00194,URB_01421"
SH_00216,Unnamed Road,State Highway,primary_link,217.2,"12.917586,77.574757","12.916068,77.573762",
SH_00217,Unnamed Road,State Highway,primary,212.9,"12.924253,77.651783","12.924343,77.650092","URB_00206,URB_01446,URB_01456,URB_01461,URB_01462,URB_01465"
SH_00218,Unnamed Road,State Highway,primary_link,329.9,"12.926037,77.617282","12.923511,77.618876",SH_00124
SH_00219,Unnamed Road,State Highway,primary_link,40.3,"12.932018,77.613325","12.932244,77.613471",
SH_00220,Unnamed Road,State Highway,primary_link,74.5,"12.936629,77.601471","12.937112,77.601093","SH_00225,SH_00233"
SH_00221,Unnamed Road,State Highway,primary_link,60.4,"12.936958,77.602186","12.936680,77.601750","SH_00222,SH_00224"
SH_00222,Unnamed Road,State Highway,primary_link,154.9,"12.936830,77.603588","12.936958,77.602186","SH_00031,SH_00221,SH_00224"
SH_00223,Unnamed Road,State Highway,primary_link,29.9,"12.937006,77.601828","12.937050,77.601556","NH_00006,SH_00224,SH_00225,SH_00226,SH_00228"
SH_00224,Unnamed Road,State Highway,primary_link,39.2,"12.936958,77.602186","12.937006,77.601828","SH_00221,SH_00222,SH_00223,SH_00226"
SH_00225,Unnamed Road,State Highway,primary_link,50.6,"12.937050,77.601556","12.937112,77.601093","NH_00006,SH_00220,SH_00223,SH_00228,SH_00233"
SH_00226,Unnamed Road,State Highway,primary_link,23.3,"12.937211,77.601873","12.937006,77.601828","SH_00223,SH_00224,SH_00229,SH_00230"
SH_00227,Unnamed Road,State Highway,primary_link,147.8,"12.937155,77.602274","12.936898,77.603597","SH_00032,SH_00230,SH_00232"
SH_00228,Unnamed Road,State Highway,primary_link,23.1,"12.937050,77.601556","12.937251,77.601608","NH_00006,NH_00007,SH_00223,SH_00225,SH_00229,SH_00231"
SH_00229,Unnamed Road,State Highway,primary_link,29.1,"12.937251,77.601608","12.937211,77.601873","NH_00007,SH_00226,SH_00228,SH_00230,SH_00231"
SH_00230,Unnamed Road,State Highway,primary_link,43.9,"12.937211,77.601873","12.937155,77.602274","SH_00226,SH_00227,SH_00229,SH_00232"
SH_00231,Unnamed Road,State Highway,primary_link,41.6,"12.937304,77.601228","12.937251,77.601608","NH_00007,SH_00228,SH_00229,SH_00234,SH_00235"
SH_00232,Unnamed Road,State Highway,primary_link,57.1,"12.937530,77.601943","12.937155,77.602274","SH_00227,SH_00230"
SH_00233,Unnamed Road,State Highway,primary_link,261.8,"12.937112,77.601093","12.937941,77.598951","SH_00031,SH_00220,SH_00225"
SH_00234,Unnamed Road,State Highway,primary_link,69.4,"12.937304,77.601228","12.937650,77.601722","SH_00231,SH_00235"
SH_00235,Unnamed Road,State Highway,primary_link,261.4,"12.938036,77.598972","12.937304,77.601228","SH_00032,SH_00231,SH_00234"
SH_00236,Unnamed Road,State Highway,primary,171.9,"12.940606,77.575352","12.940636,77.573803",URB_01531
SH_00237,Unnamed Road,State Highway,primary,124.7,"12.945651,77.747195","12.944583,77.747064",SH_00363
SH_00238,Unnamed Road,State Highway,primary_link,38.8,"12.948172,77.574039","12.947934,77.573777",
SH_00239,Unnamed Road,State Highway,primary_link,72.1,"12.948393,77.593662","12.948541,77.593083",
SH_00240,Unnamed Road,State Highway,primary_link,59.2,"12.948622,77.593039","12.949080,77.593317","URB_01197,URB_01570"
SH_00241,Unnamed Road,State Highway,primary,52.8,"12.951237,77.537288","12.951659,77.537082",SH_00242
SH_00242,Unnamed Road,State Highway,primary,46.3,"12.951659,77.537082","12.952016,77.537051","NH_00027,NH_00029,SH_00241,SH_00243,SH_00244"
SH_00243,Unnamed Road,State Highway,primary,42.7,"12.952016,77.537051","12.952307,77.536900","NH_00027,NH_00029,SH_00242,SH_00244"
SH_00244,Unnamed Road,State Highway,primary,42.1,"12.952016,77.537051","12.952335,77.537024","NH_00027,NH_00029,SH_00242,SH_00243,SH_00245"
SH_00245,Unnamed Road,State Highway,primary,49.2,"12.952335,77.537024","12.952689,77.536845",SH_00244
SH_00246,Unnamed Road,State Highway,primary,44.1,"12.954279,77.585435","12.954097,77.585073","SH_00110,SH_00112,URB_00911"
SH_00247,Unnamed Road,State Highway,primary_link,39.6,"12.956032,77.714751","12.955773,77.714738",URB_01140
SH_00248,Unnamed Road,State Highway,primary_link,41.4,"12.956553,77.577407","12.956229,77.577592",
SH_00249,Unnamed Road,State Highway,primary_link,35.6,"12.956382,77.577076","12.956543,77.577358",
SH_00250,Unnamed Road,State Highway,primary_link,36.5,"12.956396,77.744973","12.956650,77.744790",
SH_00251,Unnamed Road,State Highway,primary_link,84.0,"12.956845,77.745400","12.957393,77.745657",
SH_00252,Unnamed Road,State Highway,primary_link,338.1,"12.958135,77.668122","12.958552,77.665076",SH_00202
SH_00253,Unnamed Road,State Highway,primary_link,301.3,"12.962606,77.641696","12.960866,77.643397","SH_00001,SH_00002,SH_00042"
SH_00254,Unnamed Road,State Highway,primary_link,25.6,"12.962567,77.595228","12.962371,77.595308",
SH_00255,Unnamed Road,State Highway,primary_link,77.5,"12.963183,77.584972","12.963738,77.584734",
SH_00256,Unnamed Road,State Highway,primary_link,173.4,"12.963863,77.583926","12.963429,77.582745","SH_00257,URB_01062"
SH_00257,Unnamed Road,State Highway,primary,40.0,"12.963643,77.584203","12.963863,77.583926","SH_00256,URB_01062"
SH_00258,Unnamed Road,State Highway,primary_link,110.3,"12.964213,77.576894","12.963461,77.577317","SH_00049,SH_00105,SH_00143,SH_00184,SH_00197,URB_00541,URB_01636,URB_01637"
SH_00259,Unnamed Road,State Highway,primary_link,76.5,"12.963626,77.578860","12.964302,77.579004",
SH_00260,Unnamed Road,State Highway,primary,896.9,"12.961112,77.559164","12.967303,77.563517","SH_00006,URB_01620"
SH_00261,Unnamed Road,State Highway,primary,72.3,"12.964999,77.596313","12.964902,77.596965","SH_00262,SH_00263"
SH_00262,Unnamed Road,State Highway,primary,45.3,"12.964902,77.596965","12.965116,77.597087","SH_00261,SH_00263,SH_00264"
SH_00263,Unnamed Road,State Highway,primary,58.1,"12.964902,77.596965","12.965314,77.597024","SH_00173,SH_00261,SH_00262,SH_00265"
SH_00264,Unnamed Road,State Highway,primary,155.6,"12.965116,77.597087","12.966085,77.598083","SH_00179,SH_00180,SH_00262,SH_00265"
SH_00265,Unnamed Road,State Highway,primary,144.7,"12.965314,77.597024","12.966085,77.598083","SH_00173,SH_00179,SH_00180,SH_00263,SH_00264"
SH_00266,Unnamed Road,State Highway,primary_link,35.2,"12.965874,77.662259","12.966032,77.662540",
SH_00267,Unnamed Road,State Highway,primary_link,38.9,"12.966031,77.606750","12.966213,77.606705",
SH_00268,Unnamed Road,State Highway,primary_link,36.0,"12.966640,77.620328","12.966945,77.620393",
SH_00269,Unnamed Road,State Highway,primary_link,29.9,"12.966827,77.594800","12.966874,77.595028",
SH_00270,Unnamed Road,State Highway,primary_link,161.9,"12.967742,77.590058","12.968306,77.589512",
SH_00271,Unnamed Road,State Highway,primary_link,31.8,"12.968066,77.587361","12.967942,77.587099",
SH_00272,Unnamed Road,State Highway,primary_link,26.8,"12.968600,77.613833","12.968391,77.613855",
SH_00273,Unnamed Road,State Highway,primary_link,113.1,"12.971477,77.606108","12.971377,77.607019",SH_00129
SH_00274,Unnamed Road,State Highway,primary_link,34.7,"12.972940,77.581306","12.973171,77.581136","URB_00541,URB_01682"
SH_00275,Unnamed Road,State Highway,primary_link,29.9,"12.973471,77.540906","12.973321,77.541087",URB_00348
SH_00276,Unnamed Road,State Highway,primary_link,493.1,"12.974969,77.548511","12.974194,77.544746","SH_00019,URB_01167,URB_01179,URB_01212,URB_01707"
SH_00277,Unnamed Road,State Highway,primary_link,217.1,"12.974350,77.546714","12.975136,77.548271","SH_00128,URB_01699"
SH_00278,Unnamed Road,State Highway,primary_link,55.9,"12.974709,77.570580","12.975018,77.570642",URB_00695
SH_00279,Unnamed Road,State Highway,primary_link,91.4,"12.975315,77.570840","12.974629,77.571126",SH_00051
SH_00280,Unnamed Road,State Highway,primary_link,84.3,"12.975139,77.576461","12.975682,77.575953",URB_01697
SH_00281,Unnamed Road,State Highway,primary_link,255.7,"12.975859,77.548677","12.978121,77.548919","SH_00013,SH_00128,URB_01699,URB_01723"
SH_00282,Unnamed Road,State Highway,primary,77.0,"12.977353,77.487958","12.976832,77.487491","SH_00298,URB_01687,URB_01710,URB_01734"
SH_00283,Unnamed Road,State Highway,primary,40.4,"12.977151,77.487520","12.977390,77.487799","SH_00297,URB_01710,URB_01728,URB_01729"
SH_00284,Unnamed Road,State Highway,primary_link,100.3,"12.977738,77.584571","12.977113,77.583968",URB_00947
SH_00285,Unnamed Road,State Highway,primary_link,101.5,"12.977134,77.583919","12.977971,77.584217",URB_00948
SH_00286,Unnamed Road,State Highway,primary_link,121.7,"12.978846,77.584929","12.977834,77.584599","SH_00104,URB_00947"
SH_00287,Unnamed Road,State Highway,primary,99.6,"12.978651,77.709531","12.978213,77.710301",SH_00288
SH_00288,Unnamed Road,State Highway,primary_link,144.1,"12.978418,77.709463","12.978213,77.710301",SH_00287
SH_00289,Unnamed Road,State Highway,primary_link,114.9,"12.978113,77.584225","12.978878,77.584863","URB_00948,URB_01050"
SH_00290,Unnamed Road,State Highway,primary_link,498.7,"12.978558,77.573354","12.980629,77.574984",
SH_00291,Unnamed Road,State Highway,primary,35.6,"12.980120,77.571172","12.980186,77.571475","SH_00102,SH_00151,SH_00292,SH_00293"
SH_00292,Unnamed Road,State Highway,primary,76.7,"12.980186,77.571475","12.980311,77.572171","SH_00191,SH_00291,SH_00293,SH_00301"
SH_00293,Unnamed Road,State Highway,primary,67.9,"12.980413,77.570911","12.980186,77.571475","SH_00291,SH_00292"
SH_00294,Unnamed Road,State Highway,primary_link,56.9,"12.980680,77.598041","12.980517,77.597611",
SH_00295,Unnamed Road,State Highway,primary_link,28.8,"12.980801,77.574455","12.980974,77.574652",
SH_00296,Unnamed Road,State Highway,primary_link,465.4,"12.982090,77.569947","12.982309,77.569149",
SH_00297,Unnamed Road,State Highway,primary,1040.6,"12.977390,77.487799","12.985647,77.491401","SH_00283,SH_00314,URB_01728"
SH_00298,Unnamed Road,State Highway,primary,1069.7,"12.985887,77.491439","12.977353,77.487958","SH_00282,SH_00314,SH_00315,URB_01734"
SH_00299,Unnamed Road,State Highway,primary_link,281.5,"12.980369,77.572488","12.982863,77.572843",SH_00007
SH_00300,Unnamed Road,State Highway,primary_link,110.7,"12.981354,77.596293","12.981727,77.597085",
SH_00301,Unnamed Road,State Highway,primary_link,325.6,"12.983194,77.572673","12.980311,77.572171","SH_00191,SH_00292"
SH_00302,Unnamed Road,State Highway,primary_link,143.3,"12.982038,77.597047","12.981473,77.595902",SH_00170
SH_00303,Unnamed Road,State Highway,primary_link,42.0,"12.981638,77.594372","12.981969,77.594426",
SH_00304,Unnamed Road,State Highway,primary_link,213.3,"12.982470,77.563614","12.982252,77.564991",
SH_00305,Unnamed Road,State Highway,primary_link,62.6,"12.982410,77.568184","12.982740,77.568573","SH_00150,SH_00154"
SH_00306,Unnamed Road,State Highway,primary,56.3,"12.982791,77.569654","12.982546,77.570079","SH_00156,SH_00157,SH_00159,SH_00163"
SH_00307,Unnamed Road,State Highway,primary_link,33.3,"12.983508,77.591732","12.983298,77.591589",
SH_00308,Unnamed Road,State Highway,primary_link,104.5,"12.983029,77.752173","12.983837,77.752056",
SH_00309,Unnamed Road,State Highway,primary_link,403.7,"12.984262,77.751079","12.984149,77.751408",
SH_00310,Unnamed Road,State Highway,primary_link,60.8,"12.984501,77.571828","12.984545,77.572309","SH_00035,SH_00155,SH_00158,SH_00312,URB_01747"
SH_00311,Unnamed Road,State Highway,primary_link,32.6,"12.984426,77.597220","12.984585,77.597063","SH_00029,SH_00030,SH_00036"
SH_00312,Unnamed Road,State Highway,primary,99.8,"12.985172,77.572168","12.984501,77.571828","SH_00155,SH_00158,SH_00163,SH_00310,URB_01127,URB_01747"
SH_00313,Unnamed Road,State Highway,primary_link,93.8,"12.985758,77.549360","12.984936,77.549261","SH_00014,SH_00193"
SH_00314,Unnamed Road,State Highway,primary,27.9,"12.985647,77.491401","12.985887,77.491439","SH_00297,SH_00298,SH_00315,URB_01728"
SH_00315,Unnamed Road,State Highway,primary,119.1,"12.986889,77.491097","12.985887,77.491439","SH_00298,SH_00314,URB_01734"
SH_00316,Unnamed Road,State Highway,primary_link,183.5,"12.986422,77.519342","12.986724,77.519415","URB_01745,URB_01752"
SH_00317,Unnamed Road,State Highway,primary_link,223.7,"12.987657,77.519715","12.988076,77.519861","URB_01760,URB_01762,URB_01769"
SH_00318,Unnamed Road,State Highway,primary_link,30.7,"12.987645,77.513251","12.987809,77.513026",URB_01759
SH_00319,Unnamed Road,State Highway,primary_link,68.0,"12.987576,77.518928","12.987794,77.519372",URB_01760
SH_00320,Unnamed Road,State Highway,primary_link,132.4,"12.987735,77.518437","12.988163,77.519489",
SH_00321,Unnamed Road,State Highway,primary_link,160.3,"12.987304,77.512050","12.988239,77.511356",
SH_00322,Unnamed Road,State Highway,primary,27.6,"12.987850,77.733716","12.987883,77.733464","URB_01061,URB_01753,URB_02167"
SH_00323,Unnamed Road,State Highway,primary_link,152.8,"12.988318,77.511442","12.988009,77.512395",
SH_00324,Unnamed Road,State Highway,primary,177.9,"12.990603,77.571674","12.989877,77.571844","SH_00169,SH_00185"
SH_00325,Unnamed Road,State Highway,primary_link,224.9,"12.996209,77.595940","12.994716,77.596964",
SH_00326,Unnamed Road,State Highway,primary_link,37.1,"12.996573,77.550679","12.996242,77.550638","SH_00021,SH_00199,URB_00187,URB_01824"
SH_00327,Unnamed Road,State Highway,primary_link,54.9,"12.997500,77.584525","12.997015,77.584597","NH_00123,NH_00125,SH_00328,SH_00329"
SH_00328,Unnamed Road,State Highway,primary_link,28.1,"12.997749,77.584480","12.997500,77.584525","SH_00327,SH_00329"
SH_00329,Unnamed Road,State Highway,primary_link,44.9,"12.997742,77.584746","12.997500,77.584525","SH_00327,SH_00328"
SH_00330,Unnamed Road,State Highway,primary_link,22.3,"12.997999,77.584435","12.997802,77.584470","SH_00331,SH_00332"
SH_00331,Unnamed Road,State Highway,primary_link,44.0,"12.997999,77.584435","12.997792,77.584748","SH_00330,SH_00332"
SH_00332,Unnamed Road,State Highway,primary_link,88.1,"12.998746,77.584274","12.997999,77.584435","NH_00121,NH_00123,SH_00330,SH_00331"
SH_00333,Unnamed Road,State Highway,primary,111.8,"13.000152,77.620269","12.999494,77.619999","SH_00113,SH_00114"
SH_00334,Unnamed Road,State Highway,primary_link,99.2,"13.002136,77.612577","13.001453,77.612148",
SH_00335,Unnamed Road,State Highway,primary,183.7,"13.002296,77.616227","13.002359,77.614535",URB_00987
SH_00336,Unnamed Road,State Highway,primary,43.7,"13.002606,77.616378","13.002265,77.616563",
SH_00337,Unnamed Road,State Highway,primary,70.3,"13.003848,77.617563","13.003624,77.618158",SH_00057
SH_00338,Unnamed Road,State Highway,primary,159.9,"13.007500,77.640738","13.006087,77.640958","SH_00072,URB_00640"
SH_00339,Unnamed Road,State Highway,primary,104.1,"13.012349,77.552516","13.012746,77.553383","SH_00340,SH_00345,URB_01896"
SH_00340,Unnamed Road,State Highway,primary_link,100.2,"13.012746,77.553383","13.012316,77.552856","SH_00339,SH_00345"
SH_00341,Unnamed Road,State Highway,primary,34.1,"13.012422,77.554131","13.012578,77.553861","SH_00342,SH_00344"
SH_00342,Unnamed Road,State Highway,primary,47.7,"13.012630,77.554460","13.012422,77.554131","SH_00341,SH_00346"
SH_00343,Unnamed Road,State Highway,primary_link,27.6,"13.012606,77.647852","13.012507,77.648041",
SH_00344,Unnamed Road,State Highway,primary,64.9,"13.012578,77.553861","13.013121,77.553770","SH_00341,SH_00345,SH_00347"
SH_00345,Unnamed Road,State Highway,primary,59.7,"13.012746,77.553383","13.013121,77.553770","SH_00339,SH_00340,SH_00344,SH_00347"
SH_00346,Unnamed Road,State Highway,primary,87.3,"13.013379,77.554277","13.012630,77.554460","SH_00024,SH_00342,SH_00348"
SH_00347,Unnamed Road,State Highway,primary,43.1,"13.013121,77.553770","13.013486,77.553903","SH_00344,SH_00345,SH_00348,SH_00349"
SH_00348,Unnamed Road,State Highway,primary,46.3,"13.013486,77.553903","13.013379,77.554277","SH_00024,SH_00346,SH_00347,SH_00349"
SH_00349,Unnamed Road,State Highway,primary,198.9,"13.013486,77.553903","13.015258,77.553912","NH_00028,SH_00347,SH_00348,URB_01904"
SH_00350,Unnamed Road,State Highway,primary_link,253.0,"13.017644,77.553867","13.015505,77.554538",
SH_00351,Unnamed Road,State Highway,primary,2449.1,"13.027596,77.723280","13.016775,77.704004",
SH_00352,Unnamed Road,State Highway,primary_link,44.2,"13.026336,77.720328","13.026075,77.720552","URB_01964,URB_01966,URB_01981"
SH_00353,Unnamed Road,State Highway,primary,789.0,"13.056688,77.507291","13.063185,77.505477","URB_00561,URB_00641"
SH_00354,Unnamed Road,State Highway,primary_link,40.7,"13.064197,77.651968","13.064217,77.651599",
SH_00355,Unnamed Road,State Highway,primary_link,21.6,"13.065870,77.633456","13.065866,77.633655",
SH_00356,Unnamed Road,State Highway,primary,145.1,"13.066682,77.503350","13.065543,77.503975",
SH_00357,Unnamed Road,State Highway,primary,42.9,"13.081670,77.593435","13.081892,77.593114","NH_00045,NH_00275,NH_00277,SH_00379,URB_02101,URB_02103,URB_02104"
SH_00358,Unnamed Road,State Highway,primary_link,41.9,"13.095354,77.594562","13.095007,77.594421",
SH_00359,Unnamed Road,State Highway,primary_link,39.7,"13.101378,77.634923","13.101641,77.634677",URB_02120
SH_00360,Unnamed Road,State Highway,primary_link,36.9,"13.101885,77.634507","13.102078,77.634699",
SH_00361,Unnamed Road,State Highway,primary_link,40.6,"13.102006,77.634783","13.101751,77.635042",
SH_00362,Varthur - Sarjapur Road,State Highway,primary,3214.2,"12.936149,77.744414","12.938023,77.746657",
SH_00363,Varthur Lake Road,State Highway,primary,3057.4,"12.956153,77.744851","12.945651,77.747195",SH_00237
SH_00364,Varthur Main Road,State Highway,primary,920.4,"12.938187,77.746805","12.942505,77.747028","URB_00564,URB_00943"
SH_00365,Varthur Road,State Highway,primary,8579.9,"12.954549,77.679913","12.956873,77.700937","SH_00054,URB_01016,URB_01600"
SH_00366,Varthur Road,State Highway,primary,6481.7,"12.956022,77.714884","12.956983,77.742043",URB_01112
SH_00367,Varthuru Road,State Highway,primary,87.5,"12.955733,77.717315","12.955742,77.716508","SH_00108,URB_02143"
SH_00368,Venkataswamy Raju Road,State Highway,primary_link,452.2,"12.996951,77.584527","12.998966,77.581394","NH_00120,NH_00122"
SH_00369,Victoria Road,State Highway,primary,1405.3,"12.965446,77.618754","12.965446,77.618754",
SH_00370,Vittal Mallya Road,State Highway,primary,558.8,"12.971802,77.593999","12.967065,77.594623",URB_01670
SH_00371,WhiteField  - Hoskote Road,State Highway,primary,1285.6,"12.993636,77.757520","12.983778,77.752451","SH_00372,SH_00373"
SH_00372,WhiteField - Hoskote Road,State Highway,primary,118.2,"12.994645,77.757844","12.993636,77.757520","SH_00092,SH_00371,URB_01815"
SH_00373,Whitefield - Hoskote Road,State Highway,primary,2817.1,"12.983778,77.752451","13.006914,77.757448",SH_00371
SH_00374,Whitefield Main Road,State Highway,primary,6139.3,"12.961352,77.747668","12.977342,77.751140","URB_00755,URB_01060"
SH_00375,Whitefield Road,State Highway,primary,15755.8,"13.000411,77.679125","12.984465,77.750337",
SH_00376,Whitefield Road,State Highway,primary,852.1,"12.991954,77.713493","12.992947,77.705756",
SH_00377,Yelahanka Road,State Highway,primary,277.2,"13.088529,77.593874","13.088636,77.593984","SH_00379,SH_00380,URB_00500"
SH_00378,Yelahanka Road,State Highway,primary,3310.2,"13.099992,77.588918","13.095235,77.594234","URB_00079,URB_00271"
SH_00379,Yelahanka Road Flyover,State Highway,primary,746.7,"13.081892,77.593114","13.088529,77.593874","NH_00275,NH_00277,SH_00357,SH_00377,URB_00500,URB_02101"
SH_00380,Yelahanka Road Flyover,State Highway,primary,736.8,"13.088636,77.593984","13.082091,77.593156","NH_00277,SH_00190,SH_00377,URB_02124"
URB_00001,1 A Main Road,Urban Road,tertiary,439.1,"12.914168,77.626969","12.917523,77.624837",URB_00072
URB_00002,1 Main Road,Urban Road,tertiary,844.9,"12.955299,77.528112","12.954969,77.534886","SH_00025,URB_01591"
URB_00003,10 B Cross,Urban Road,tertiary,248.6,"13.039532,77.604924","13.037812,77.605174",URB_01231
URB_00004,100 Feet Road,Urban Road,secondary,4208.4,"12.883679,77.502165","12.877229,77.518826",
URB_00005,100 Feet Road,Urban Road,secondary,7821.0,"12.954575,77.478353","12.970817,77.482366",URB_01603
URB_00006,100 Feet Road,Urban Road,secondary,2183.5,"13.086108,77.526452","13.082656,77.530514",URB_00852
URB_00007,100 Feet Road,Urban Road,secondary,60.6,"13.092061,77.533992","13.092185,77.533478","SH_00067,URB_00926"
URB_00008,100 Feet Road,Urban Road,secondary,2748.4,"13.096860,77.554617","13.096860,77.554617",URB_02114
URB_00009,10th C Main Road,Urban Road,tertiary,548.4,"12.975531,77.553468","12.980106,77.555058","URB_00162,URB_01719"
URB_00010,10th Cross Road,Urban Road,tertiary,700.4,"12.908481,77.580981","12.909329,77.575048","URB_00027,URB_01155"
URB_00011,10th Cross Road,Urban Road,tertiary,797.5,"12.948056,77.542249","12.940998,77.541744",URB_00124
URB_00012,10th Cross Road,Urban Road,secondary,556.8,"12.945943,77.595550","12.949922,77.598656","SH_00038,URB_00150"
URB_00013,10th Cross Road,Urban Road,secondary,927.5,"13.003915,77.549179","13.004002,77.549991","URB_00038,URB_00108,URB_00648,URB_01842"
URB_00014,10th Cross Road,Urban Road,tertiary,784.2,"13.004434,77.561252","13.006094,77.554223",
URB_00015,10th Cross Road,Urban Road,tertiary,263.6,"13.020670,77.684279","13.022997,77.684597",URB_01184
URB_00016,10th Cross Road,Urban Road,tertiary,139.6,"13.053664,77.598979","13.053449,77.597956","URB_01053,URB_01108"
URB_00017,10th Main Road,Urban Road,tertiary,616.9,"12.920894,77.600207","12.921059,77.605410",URB_00472
URB_00018,10th Main Road,Urban Road,tertiary,1021.9,"12.926307,77.584924","12.917119,77.584722",
URB_00019,10th Main Road,Urban Road,tertiary,243.6,"12.930769,77.584876","12.928644,77.584930",
URB_00020,10th Main Road,Urban Road,secondary,414.0,"12.936645,77.585050","12.932947,77.584836","URB_00193,URB_00539"
URB_00021,10th Main Road,Urban Road,tertiary,410.8,"12.938007,77.557297","12.941661,77.557921",URB_01539
URB_00022,10th Main Road,Urban Road,tertiary,267.2,"12.941867,77.555070","12.944185,77.554708","URB_00049,URB_01119"
URB_00023,10th Main Road,Urban Road,tertiary,986.0,"12.984991,77.555780","12.984984,77.556358",
URB_00024,10th Main Road,Urban Road,tertiary,344.4,"12.992881,77.542179","12.993334,77.539085",
URB_00025,10th Main Road,Urban Road,tertiary,901.4,"13.011670,77.575401","13.011297,77.583712","NH_00234,NH_00235"
URB_00026,10th Main Road,Urban Road,tertiary,356.1,"13.084953,77.553155","13.086141,77.550153",URB_02110
URB_00027,11th B Cross Road,Urban Road,tertiary,460.0,"12.908481,77.580981","12.908226,77.585050","URB_00010,URB_01396"
URB_00028,11th Cross Road,Urban Road,tertiary,411.1,"12.917178,77.644858","12.917345,77.641081",
URB_00029,11th Cross Road,Urban Road,tertiary,146.2,"12.918783,77.553865","12.918432,77.555165","URB_00101,URB_00110,URB_00618"
URB_00030,11th Cross Road,Urban Road,tertiary,1700.9,"13.001882,77.572253","13.001849,77.578499",
URB_00031,11th Main Road,Urban Road,secondary,3133.4,"12.920671,77.585884","12.928648,77.586053","URB_00248,URB_00270"
URB_00032,11th Main Road,Urban Road,secondary,1941.1,"12.993391,77.568794","13.008984,77.562256","URB_00099,URB_00980,URB_00981"
URB_00033,11th Main Road,Urban Road,tertiary,1838.9,"13.013638,77.488605","13.018072,77.502781","URB_00040,URB_00059,URB_01257"
URB_00034,12th Cross Road,Urban Road,tertiary,668.5,"12.908301,77.591879","12.908435,77.585715",
URB_00035,12th Cross Road,Urban Road,tertiary,367.5,"12.926391,77.514542","12.925095,77.517593",URB_01460
URB_00036,12th Cross Road,Urban Road,secondary,394.7,"12.948259,77.598659","12.945340,77.596586",URB_01196
URB_00037,12th Cross Road,Urban Road,tertiary,202.3,"12.968317,77.637682","12.966878,77.637060","URB_00050,URB_00277"
URB_00038,12th Cross Road,Urban Road,tertiary,569.4,"13.002030,77.544417","13.003915,77.549179","URB_00013,URB_00648,URB_01842"
URB_00039,12th Cross Road,Urban Road,secondary,1460.2,"13.010324,77.536726","13.007675,77.548561",SH_00023
URB_00040,12th Cross Road,Urban Road,tertiary,1816.4,"13.018072,77.502781","13.017257,77.513036","URB_00033,URB_00059"
URB_00041,12th Main Road,Urban Road,tertiary,1594.6,"12.969844,77.635953","12.970444,77.647435",URB_01663
URB_00042,12th Main Road,Urban Road,tertiary,1456.7,"12.996858,77.552787","12.984394,77.554159","URB_00196,URB_00630"
URB_00043,12th Main Road,Urban Road,tertiary,650.9,"13.068359,77.578435","13.063206,77.575770",URB_02090
URB_00044,13th A Main,Urban Road,secondary,40.6,"13.099086,77.587484","13.098747,77.587614",
URB_00045,13th A Main Road,Urban Road,secondary,1355.2,"13.092642,77.591316","13.095278,77.589029",
URB_00046,13th Cross Road,Urban Road,tertiary,754.4,"12.915851,77.651749","12.915648,77.644793",
URB_00047,13th Cross Road,Urban Road,tertiary,516.5,"13.018529,77.506895","13.020953,77.502829",
URB_00048,13th Cross Sadashivanagar,Urban Road,tertiary,367.7,"13.009180,77.580531","13.006471,77.578713","URB_00081,URB_00818,URB_01865"
URB_00049,13th Main Road,Urban Road,tertiary,147.2,"12.944615,77.553787","12.944185,77.554708","URB_00022,URB_00540,URB_01119"
